ParkID,PSA,Park,FQ,Score,Facility Type,Facility Name,Address,State,Zipcode,Floor Count,Square Feet,Perimeter Length,Acres,Longitude,Latitude
4,PSA5,Walter Haas Playground,FY09Q1,1,Ball Field,Balboa ball fields,Ocean & San Jose,CA,94112,,223812.895502,5432.1560005,5.13805764,-122.44532438,37.72402602
8,PSA5,Douglass Playground,FY09Q1,1,Ball Field,Crocker Amazon - ball fields,Moscow & Italy Streets,CA,94112,,515443.479217,5506.26766406,11.8330014,-122.43050192,37.71451183
7,PSA5,George Christopher Playground,FY09Q1,1,Ball Field,Larsen Ball Fields,19th Avenue & Vicente,CA,94116,,20560.1826994,567.35952328,0.47199874,-122.47602952,37.74084587
37,PSA6,Precita Park,FY09Q1,0.83,Ball Field,Upper Noe Ball Fields,Day & Sanchez St,CA,94131,,41131.458692,843.25765343,0.94425214,-122.42748055,37.74242329
49,PSA6,Potrero del Sol Park,FY09Q1,0.718,Basketball Court,Buchanan St. Mall Basketball Crts,Buchanan & Grove,CA,94102,,2246.38160812,192.13835784,0.05157003,-122.42861057,37.77961618
108,PSA2,Bush-Broderick Mini Park,FY09Q1,0.914,Restroom,Alta: Restrooms,Jackson & Steiner,CA,94115,1,213.12065831,60.72910794,0.0048926,-122.43815497,37.7912412
78,PSA5,Mt. Olympus,FY09Q1,0.833,Basketball Court,Michelangelo Basketball Courts,Greenwich & Jones,CA,94133,,4157.34091877,255.5544523,0.0954398,-122.41675033,37.80101867
37264,PSA5,Portola Open Space,FY09Q1,1,,,,,,,,,,,
109,PSA1,Presidio Heights Playground,FY09Q1,0.93,Restroom,Balboa Park East Bathrooms,Ocean & San Jose,CA,94112,,1008.10053654,127.05939092,0.0231429,-122.44423221,37.72518276
15,PSA3,Cayuga Playground,FY09Q1,0.897,Ball Field,Holly ball fields,Holly Park Circle,CA,94110,,41701.5094901,811.86392619,0.95733876,-122.41988213,37.73755457
85,PSA4,South Sunset Playground,FY09Q1,0.963,Basketball Court,Joe Dimaggio Basketball Courts,651 Lombard St,CA,94133,,8238.44653742,368.89918681,0.18912946,-122.41205791,37.8024484
9,PSA4,Rolph Nicol Playground,FY09Q1,0.974,Dog Play Area,Douglass dog play area,26th & Douglass Street,CA,94114,,70655.3372339,1153.01964642,1.62202984,-122.43889466,37.74674101
159,PSA5,Cayuga-Lamartine Mini Park,FY09Q1,1,Clubhouse,Willie Woo Woo Wong Clubhouse,850 Sacramento St,CA,94108,2,3403.83588163,243.05796446,0.07814163,-122.40690115,37.79359973
101,PSA1,Park Presidio Boulevard,FY09Q1,0.647,Basketball Court,Sunset Basketball Courts,2201 Lawton,CA,94122,,5862.00774433,325.58222614,0.13457372,-122.48655481,37.75667826
138,PSA1,Justin Herman-Embarcadero Plaza,FY09Q1,0.946,Restroom,Lafayette Park Restrooms,Washington & Laguna St,CA,94115,1,787.52702629,120.22695371,0.01807921,-122.42812055,37.79170701
116,PSA2,Hayes Valley Playground,FY09Q1,0.646,,,,,,,,,,,
59481,PSA2,Patricia's Green in Hayes Valley,FY09Q1,0.805,,,,,,,,,,,
79,PSA5,Saturn Street Steps,FY09Q1,0.885,,,,,,,,,,,
195,PSA5,Peixotto Playground,FY09Q1,0.903,Clubhouse,McCoppin Square Clubhouse,24th & Taraval,CA,94116,1,1220.97237056,186.16244717,0.02802978,-122.48075768,37.743533
24,PSA6,Garfield Square,FY09Q1,0.903,Ball Field,McCoppin Ball Fields,24th & Taraval,CA,94116,,77985.770037,1152.13806504,1.7903141,-122.47987668,37.74401981
199,PSA6,Coso-Precita Mini Park,FY09Q1,1,Maintenance Facility,Mission Dolores Park Maintenance Building,19th & Dolores St,CA,94110,2,1172.48017632,140.29280117,0.02691655,-122.42685893,37.75962315
111,PSA1,Palace of Fine Arts,FY09Q1,0.818,,,,,,,,,,,
28,PSA3,John McLaren Park,FY09Q1,0.832,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,,104340.628735,1513.14170986,2.39534082,-122.48430123,37.73838541
137665,PSA3,Louis Sutter Playground,FY09Q1,0.776,,,,,,,,,,,
137671,PSA3,Herz Playground,FY09Q1,0.795,,,,,,,,,,,
30,PSA3,Palega Recreation Center,FY09Q1,0.867,Ball Field,Potrero Hill ball fields,801 Arkansas Street,CA,94107,,140706.045878,1431.23966482,3.23017926,-122.39699911,37.75553944
42,PSA3,Little Hollywood Park,FY09Q1,0.887,Basketball Court,Chalmers: Basketball,670 Brunswick & Lowell Roemer,CA,94112,,8546.61023555,381.78457715,0.19620396,-122.44714807,37.70979694
94,GGP,Golden Gate Park,FY09Q1,1,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,,552.10783524,94.49046177,0.0126747,-122.40020504,37.73900113
94,GGP,Golden Gate Park,FY09Q1,0.899,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,,552.10783524,94.49046177,0.0126747,-122.40020504,37.73900113
117,PSA2,Alamo Square,FY09Q1,0.937,Restroom,Gilman Bathrooms,Gilman Ave & Griffith,CA,94124,,378.6686028,94.25731914,0.00869307,-122.38877192,37.71717866
121,PSA2,Buchanan Street Mall,FY09Q1,0.636,,,,,,,,,,,
164,PSA3,Crocker Amazon Playground,FY09Q2,0.759,Clubhouse,Excelsior Clubhouse,Russia Ave & Madrid,CA,94112,1,2747.3730508,278.83978327,0.06307126,-122.43361483,37.72024888
154,PSA1,Joseph Conrad Mini Park,FY09Q2,1,,,,,,,,,,,
145,PSA1,Ina Coolbrith Mini Park,FY09Q2,0.872,Restroom,Noe Valley Courts Bathrooms,24th & Douglass St,CA,94114,1,391.33209888,98.01244807,0.00898378,-122.43921804,37.75148479
95,PSA1,Cabrillo Playground,FY09Q2,0.92,Basketball Court,Silver Terrace Basketball Courts,Thornton & Bayshore,CA,94124,,6430.65812057,324.46297144,0.14762819,-122.40237246,37.73280967
97,PSA1,Argonne Playground,FY09Q2,0.942,Basketball Court,South Sunset Basketball Courts,40th Ave & Vicente St,CA,94116,,12719.8516509,451.64667789,0.29200878,-122.49851407,37.73781117
109,PSA1,Presidio Heights Playground,FY09Q2,0.974,Restroom,Balboa Park East Bathrooms,Ocean & San Jose,CA,94112,,1008.10053654,127.05939092,0.0231429,-122.44423221,37.72518276
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY09Q2,0.936,,,,,,,,,,,
107,PSA1,Laurel Hill Playground,FY09Q2,0.988,Restroom,Alamo: Restrooms,Hayes & Steiner,CA,94117,1,479.58760374,96.29146286,0.01100986,-122.43430821,37.776068
134,PSA2,Father Alfred E. Boeddeker Park,FY09Q2,0.985,Restroom,Holly Park Bathrooms,Holly Park Cir,CA,94110,,446.49970338,92.08904239,0.01025026,-122.42057329,37.73711761
90,PSA4,J. P. Murphy Playground,FY09Q2,0.989,Basketball Court,Potrero Hill Basketball Courts,801 Arkansas St,CA,94107,,5816.79070531,317.60049201,0.13353567,-122.39716361,37.75692591
8,PSA5,Douglass Playground,FY09Q2,0.878,Ball Field,Crocker Amazon - ball fields,Moscow & Italy Streets,CA,94112,,515443.479217,5506.26766406,11.8330014,-122.43050192,37.71451183
94,GGP,Golden Gate Park,FY09Q2,0.802,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,,552.10783524,94.49046177,0.0126747,-122.40020504,37.73900113
181,PSA5,Diamond-Farnum Open Space,FY09Q2,1,Clubhouse,Helen Wills Clubhouse,Broadway & Larkin St,CA,94109,1,2949.7557894,264.36063209,0.06771735,-122.42060908,37.79567518
1,PSA5,Glen Park,FY09Q2,0.714,Ball Field,Chalmers: Ball Fields,670 Brunswick & Lowell Roemer,CA,94112,,43710.0184176,856.15180694,1.00344796,-122.44643687,37.70989615
194,PSA5,29th Street-Diamond Open Space,FY09Q2,0.714,Clubhouse,MS Hayward Clubhouse,1016 Laguna,CA,94102,1,1365.16487066,192.08141295,0.03134,-122.42689899,37.78066418
9,PSA4,Rolph Nicol Playground,FY09Q2,0.791,Dog Play Area,Douglass dog play area,26th & Douglass Street,CA,94114,,70655.3372339,1153.01964642,1.62202984,-122.43889466,37.74674101
122,PSA2,Jefferson Square,FY09Q2,0.848,Restroom,GGP4 Mothers Meadow Bathroom,M.L. King Dr/19th Ave,CA,94117,,1381.33674553,154.49024443,0.03171126,-122.47668133,37.76637364
167,PSA4,Midtown Terrace Playground,FY09Q2,0.931,Activity Center,GGP5 Anglers Lodge,Stanyan & Great Hwy,CA,94117,1,2013.00861791,212.43984643,0.0462125,-122.49656408,37.76799666
78,PSA5,Mt. Olympus,FY09Q2,0.9,Basketball Court,Michelangelo Basketball Courts,Greenwich & Jones,CA,94133,,4157.34091877,255.5544523,0.0954398,-122.41675033,37.80101867
75,PSA5,Eureka Valley Recreation Center,FY09Q2,1,Basketball Court,Little Hollywood Basketball Courts,Lathrop & Tocoloma,CA,94134,,3785.5995273,257.52762314,0.08690575,-122.39780481,37.71007449
176,PSA6,Mullen-Peralta Mini Park,FY09Q2,1,Activity Center,GGP1 Sharon Arts Studio,Sharon Meadow,CA,94117,2,8482.89796935,513.54125224,0.19474132,-122.4582116,37.76827229
187,PSA6,Parque Ninos Unidos,FY09Q2,0.987,Clubhouse,Louis Sutter Clubhouse,Wayland & Yale St,CA,94134,,2487.20644945,176.85402932,0.05709863,-122.41437425,37.72238701
127,PSA2,Cottage Row Mini Park,FY09Q2,0.878,Restroom,GGP2 Japanese Tea Garden Women's Bathrm,Stanyan & Great Hwy,CA,94117,,390.48083205,116.41633881,0.00896424,-122.46944064,37.7704745
120,PSA2,Golden Gate-Steiner Mini Park,FY09Q2,0.75,,,,,,,,,,,
80,PSA5,Corona Heights,FY09Q2,0.964,Basketball Court,Miraloma Basketball Courts,Omar & Sequoia Way,CA,94127,,6480.24350968,333.89334191,0.14876652,-122.44913152,37.73905066
94,GGP,Golden Gate Park,FY09Q2,0.888,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,,552.10783524,94.49046177,0.0126747,-122.40020504,37.73900113
38,PSA3,Bay View Playground,FY09Q2,0.792,Ball Field,Visitacion Valley Ball Fields,Cora & Leland St,CA,94134,,53257.8999859,886.43813687,1.22263804,-122.40908358,37.71227452
44,PSA3,Gilman Playground,FY09Q2,0.927,Basketball Court,Rossi Basketball Courts,Arguello & Anza,CA,94118,,5991.51196238,319.89579462,0.13754674,-122.45738243,37.7792252
82,PSA4,Pine Lake Park,FY09Q2,0.836,Basketball Court,Mission PG Basketball Court,19th & Linda,CA,94110,,5620.72826355,309.7624937,0.12903468,-122.42257415,37.75924429
84,PSA4,Parkside Square,FY09Q2,0.822,Basketball Court,Noe Valley Courts Basketball Courts,24th & Douglass St,CA,94114,,4366.99484314,273.77967126,0.10025281,-122.43903453,37.75155961
65,PSA4,Aptos Playground,FY09Q2,0.859,Basketball Court,Holly Park Basketball Courts,Holly Park Cir,CA,94110,,5308.3049602,303.45103125,0.1218624,-122.42038592,37.73698333
34,PSA6,Coleridge Mini Park,FY09Q2,1,Ball Field,St Mary's Ball Fields,Murray & Justin Dr,CA,94112,,84078.5528853,1213.73295736,1.9301857,-122.42088341,37.7344511
33,PSA6,Bernal Heights Recreation Center,FY09Q2,0.987,Ball Field,South Sunset Ball Fields,40th Ave & Vicente St,CA,94116,,97238.4642689,1772.8081394,2.23229691,-122.49845826,37.73710357
131,PSA1,Allyne Park,FY09Q2,0.914,Restroom,GGP1 Sharon Meadow Bathroom,Sharon Meadow,CA,94117,,1925.5028652,201.75352464,0.04420364,-122.45891022,37.76818303
129,PSA1,Alta Plaza,FY09Q2,0.869,Restroom,GGP5 Polo Field Bathroom,Stanyan & Great Hwy,CA,94117,1,2269.8466994,199.66123781,0.05210872,-122.49278049,37.76678507
147,PSA1,Washington Square,FY09Q2,0.913,Restroom,Portsmouth Square Bathrooms,Washington & Walter Lum Pl,CA,94111,4,858.29910606,133.31310475,0.01970392,-122.40560121,37.79460147
144,PSA1,Washington-Hyde Mini Park,FY09Q2,0.976,Restroom,Mountain Lake Restrooms,12th Ave & Lake St,CA,94118,1,907.67914558,157.99653113,0.02083753,-122.47175615,37.78697309
68,PSA4,West Portal Playground,FY09Q2,0.81,Basketball Court,James Rolph Jr Basketball Courts,Potrero & Cesar Chavez St,CA,94110,,7643.29521634,509.15403411,0.17546662,-122.40654275,37.75007779
89,PSA4,Golden Gate Heights Park,FY09Q2,0.882,Basketball Court,Palega Basketball Courts,500 Felton,CA,94134,,7360.71353371,362.13436638,0.16897941,-122.41004368,37.72889564
94,GGP,Golden Gate Park,FY09Q2,1,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,,552.10783524,94.49046177,0.0126747,-122.40020504,37.73900113
191,PSA6,Kid Power Park,FY09Q2,0.841,Clubhouse,Laurel Hill Clubhouse,Euclid & Collins St,CA,94118,1,1340.11904178,184.90093265,0.03076502,-122.45120921,37.78370026
96,PSA1,Fulton Playground,FY09Q2,0.899,Basketball Court,Friend Basketball Courts,270 6th St,CA,94103,,6206.83755454,325.53343636,0.14248995,-122.40664464,37.77871683
98,PSA1,DuPont Courts,FY09Q2,1,Basketball Court,St Mary's Basketball Courts,Murray & Justin Dr,CA,94112,,7571.2012257,375.26346507,0.17381156,-122.42106171,37.73337066
72,PSA5,Noe Valley Courts,FY09Q2,0.857,Basketball Court,Kelloch Velasco Basketball Courts,Kelloch & Velasco St,CA,94134,,8317.7788332,532.84981018,0.19095069,-122.41281406,37.70844554
94,GGP,Golden Gate Park,FY09Q2,0.954,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,,552.10783524,94.49046177,0.0126747,-122.40020504,37.73900113
150,PSA1,Joe DiMaggio North Beach Playground,FY09Q2,0.978,Restroom,Washington Square Bathrooms,Filbert & Stockton & Columbus,CA,94133,1,287.27759197,83.94499361,0.00659501,-122.41063078,37.80105784
130,PSA1,Helen Wills Playground,FY09Q2,0.978,Restroom,GGP4 Rose Garden Bathroom,Stanyan & Great Hwy,CA,94117,,1693.3252617,167.49628446,0.03887355,-122.47201293,37.77151676
184,PSA1,Fay Park,FY09Q2,1,Clubhouse,James Rolph Jr Clubhouse,Potrero & Cesar Chavez St,CA,94110,1,2967.47364084,239.32732981,0.06812409,-122.4066724,37.74997723
138,PSA1,Justin Herman-Embarcadero Plaza,FY09Q2,0.852,Restroom,Lafayette Park Restrooms,Washington & Laguna St,CA,94115,1,787.52702629,120.22695371,0.01807921,-122.42812055,37.79170701
63,PSA6,Mission Dolores Park,FY09Q2,0.603,Basketball Court,Head/Brotherhood Basketball Courts,Head St & Brotherhood Way,CA,94112,,5011.46119745,296.28422135,0.11504778,-122.46417493,37.7126251
10,PSA4,Lake Merced Park,FY09Q2,0.92,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,,32412.1511184,705.06018676,0.74408358,-122.4366393,37.7595074
102,PSA1,Mountain Lake Park,FY09Q2,0.991,Basketball Court,Upper Noe Basketball Courts,Day & Sanchez St,CA,94131,,5471.93703318,304.92673649,0.12561889,-122.42795075,37.74226468
121,PSA2,Buchanan Street Mall,FY09Q2,0.803,,,,,,,,,,,
117,PSA2,Alamo Square,FY09Q2,0.965,Restroom,Gilman Bathrooms,Gilman Ave & Griffith,CA,94124,,378.6686028,94.25731914,0.00869307,-122.38877192,37.71717866
88,PSA4,McCoppin Square,FY09Q2,0.829,Basketball Court,Parkside Square Basketball Courts,28th Ave & Vicente,CA,94116,,2332.72574538,203.41131,0.05355223,-122.48342987,37.73875894
16,PSA4,Randolph-Bright Mini Park,FY09Q2,0.949,,,,,,,,,,,
160,PSA4,Brotherhood-Chester Mini Park,FY09Q2,0.818,Clubhouse,Jose Coronado Clubhouse,21st & Folsom,CA,94110,,1719.76471146,169.15109881,0.03948052,-122.41506007,37.75773343
196,PSA4,Head-Brotherhood Mini Park,FY09Q2,0.765,Maintenance Facility,Michelangelo Gardeners Shed,Greenwich & Jones,CA,94133,,249.74198702,68.36951953,0.00573331,-122.41678045,37.80126925
19,PSA4,Minnie & Lovie Ward Recreation Center,FY09Q2,0.934,Ball Field,Louis Sutter PG Ball Fields,Mansell & Visitacion,CA,94134,,111951.522599,1514.096974,2.5700636,-122.41348022,37.72310926
81,PSA5,Buena Vista Park,FY09Q2,0.732,Basketball Court,Mission Dolores Basketball Courts,19th & Dolores St,CA,94110,,6114.33862854,324.16947022,0.14036646,-122.42739885,37.76103393
7,PSA5,George Christopher Playground,FY09Q2,0.968,Ball Field,Larsen Ball Fields,19th Avenue & Vicente,CA,94116,,20560.1826994,567.35952328,0.47199874,-122.47602952,37.74084587
53,PSA2,McKinley Square,FY09Q2,0.86,Basketball Court,Basketball Courts,Washington & Mason St,CA,94108,,4599.31621875,285.19390368,0.10558619,-122.41204267,37.79411551
48,PSA3,India Basin Shoreline Park,FY09Q2,0.852,Basketball Court,Boeddeker Park Basketball Courts,295 Eddy St,CA,94102,,2591.24361113,203.78512047,0.05948701,-122.41243003,37.78432754
57,PSA2,Eugene Friend Recreation Center,FY09Q2,0.913,Basketball Court,Excelsior Basketball Courts,Russia Ave & Madrid,CA,94112,,5882.71172183,313.12745443,0.13504902,-122.43331869,37.71994082
177,PSA3,Visitacion Valley Greenway,FY09Q2,1,,,,,,,,,,,
163,PSA4,Lower Great Highway,FY09Q2,1,Clubhouse,Douglass Clubhouse,26th & Douglass St,CA,94114,1,1125.83014062,175.93961953,0.02584561,-122.43839743,37.74780728
84,PSA4,Parkside Square,FY09Q2,0.898,Basketball Court,Noe Valley Courts Basketball Courts,24th & Douglass St,CA,94114,,4366.99484314,273.77967126,0.10025281,-122.43903453,37.75155961
200,PSA5,States Street Playground,FY09Q2,0.926,Clubhouse,Parque Ninos Unidos Clubhouse,23rd & Treat St,CA,94110,,2043.33632629,288.86182024,0.04690874,-122.41389356,37.75431392
73,PSA5,Seward Mini Park,FY09Q2,0.938,Basketball Court,Koshland Park Basketball Courts,Page & Buchanan,CA,94102,,1589.21913452,151.93653184,0.0364836,-122.42699192,37.77327797
13,PSA4,Junipero Serra Playground,FY09Q2,0.989,Ball Field,Glen ball fields,Diamond & Farnum Street,CA,94131,,124520.486259,1891.67544541,2.85860846,-122.44059154,37.73600816
70,PSA5,Miraloma Playground,FY09Q2,0.968,Basketball Court,Julius Kahn Basketball Courts,West Pacific Ave & Spruce St,CA,94118,,5049.66417562,295.52117196,0.1159248,-122.45432447,37.7912172
132,PSA1,Moscone Recreation Center,FY09Q2,0.955,Restroom,GGP5 Hellman Hollow Restrooms (frmrly Speedway M,Stanyan & Great Hwy,CA,94117,,1003.96155916,126.82863382,0.02304788,-122.4846926,37.76952984
128,PSA1,Lafayette Park,FY09Q2,0.958,Restroom,GGP1 Panhandle Restroom Bldg,Stanyan & Great Hwy,CA,94117,1,1727.51549691,166.4628948,0.03965846,-122.44757749,37.77208711
28,PSA3,John McLaren Park,FY09Q2,0.959,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,,104340.628735,1513.14170986,2.39534082,-122.48430123,37.73838541
15,PSA3,Cayuga Playground,FY09Q2,0.557,Ball Field,Holly ball fields,Holly Park Circle,CA,94110,,41701.5094901,811.86392619,0.95733876,-122.41988213,37.73755457
126,PSA2,Japantown Peace Plaza,FY09Q2,1,Restroom,GGP1 Conservatory Bathroom,Stanyan & Great Hwy,CA,94117,,1292.9298713,145.49034208,0.0296817,-122.46077534,37.77259623
85,PSA4,South Sunset Playground,FY09Q2,0.881,Basketball Court,Joe Dimaggio Basketball Courts,651 Lombard St,CA,94133,,8238.44653742,368.89918681,0.18912946,-122.41205791,37.8024484
93,PSA4,Sunset Playground,FY09Q2,0.822,Basketball Court,Rochambeau Basketball Courts,24th Ave & Lake,CA,94121,,11519.3302359,640.89995279,0.26444849,-122.4846026,37.78477532
94,GGP,Golden Gate Park,FY09Q2,0.921,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,,552.10783524,94.49046177,0.0126747,-122.40020504,37.73900113
155,PSA1,Muriel Leff Mini Park,FY09Q2,0.976,Clubhouse,Argonne: Clubhouse,18th Ave  &  Geary Blvd,CA,94121,1,1629.31048702,213.18216445,0.03740397,-122.47766682,37.77958789
148,PSA1,Michelangelo Playground,FY09Q2,0.98,Restroom,St Mary's Square Bathrooms,California St & Grant St,CA,94108,1,448.57654648,94.36105014,0.01029794,-122.40507908,37.79171479
141,PSA1,Portsmouth Square,FY09Q2,1,Restroom,Lower Great Hwy Wawona Bathrooms,Great Hwy & Noriega,CA,94122,1,3391.88708734,1046.45121399,0.07786732,-122.50634897,37.73640946
146,PSA1,Hyde-Vallejo Mini Park,FY09Q2,0.875,Restroom,Parkside Square Bathrooms,28th Ave & Vicente,CA,94116,1,402.59159726,84.4622899,0.00924227,-122.48370969,37.73833246
137,PSA1,Collis P. Huntington Park,FY09Q2,1,,,,,,,,,,,
56,PSA2,South Park,FY09Q2,0.904,Basketball Court,Duboce Park Basketball Courts,Duboce & Scott St,CA,94117,,4241.34373459,277.37614501,0.09736824,-122.4342058,37.76943315
169,PSA2,Victoria Manalo Draves Park,FY09Q2,0.987,Concession,GGP6 Beach Chalet,1000 Great Hwy (at Ocean Beach),CA,94117,2,10192.9133762,434.34422797,0.23399803,-122.5101143,37.76945803
42,PSA3,Little Hollywood Park,FY09Q2,0.957,Basketball Court,Chalmers: Basketball,670 Brunswick & Lowell Roemer,CA,94112,,8546.61023555,381.78457715,0.19620396,-122.44714807,37.70979694
61,PSA6,Mission Playground,FY09Q2,0.949,Basketball Court,Grattan Basketball Courts,1180 Stanyan St,CA,94117,,7371.65644109,350.30567378,0.16923062,-122.45151797,37.76245816
31,PSA6,St. Mary's Recreation Center,FY09Q2,0.85,Ball Field,Raymond Kimbell ball fields,Steiner & O'Farrell Street,CA,94115,,104365.61148,1535.71717739,2.39591435,-122.43509741,37.78270623
59,PSA6,Mission Recreation Center,FY09Q2,1,Basketball Court,Gilman Basketball Courts,Gilman Ave & Griffith,CA,94124,,4238.10241446,269.28905277,0.09729383,-122.38856943,37.71697286
139,PSA1,Willie Woo Woo Wong Playground,FY09Q2,1,Restroom,Lower Great Highway Judah Restrooms,Great Hwy & Noriega,CA,94122,1,1844.32326936,190.92887089,0.04234001,-122.5095536,37.76024004
140,PSA1,Betty Ann Ong Chinese Recreation Center,FY09Q2,0.789,Restroom,Lower Great Highway Taraval Restrooms,Great Hwy & Taraval,CA,94122,,5215.72066967,489.53864192,0.11973695,-122.50704685,37.7413345
104,PSA2,Grattan Playground,FY09Q2,0.947,Basketball Court,West Sunset Basketball Courts,3223 Ortega St & 39th Ave,CA,94116,,7821.63435515,370.89819061,0.17956074,-122.49777649,37.75025416
29,PSA3,Excelsior Playground,FY09Q2,0.85,Ball Field,Palega ball fields,500 Felton,CA,94134,,84054.7028935,1281.833866,1.92963818,-122.40925318,37.72949294
159,PSA5,Cayuga-Lamartine Mini Park,FY09Q2,0.833,Clubhouse,Willie Woo Woo Wong Clubhouse,850 Sacramento St,CA,94108,2,3403.83588163,243.05796446,0.07814163,-122.40690115,37.79359973
107857,PSA5,Roosevelt-Henry Steps,FY09Q2,1,,,,,,,,,,,
195,PSA5,Peixotto Playground,FY09Q2,0.844,Clubhouse,McCoppin Square Clubhouse,24th & Taraval,CA,94116,1,1220.97237056,186.16244717,0.02802978,-122.48075768,37.743533
79,PSA5,Saturn Street Steps,FY09Q2,0.478,,,,,,,,,,,
113,PSA6,Duboce Park,FY09Q2,0.976,Restroom,Larsen Restrooms,19th Ave & Vicente,CA,94116,,323.65283913,77.38584687,0.00743008,-122.47604401,37.73945888
51,PSA6,24th Street-York Mini Park,FY09Q2,1,Basketball Court,Larsen Basketball Courts,19th Ave & Vicente,CA,94116,,6939.12054321,352.4466055,0.15930093,-122.47610361,37.73980229
100,PSA1,Richmond Playground,FY09Q2,0.966,Basketball Court,Sunnyside Basketball Courts,Terisita Ave & Melrose,CA,94127,,5666.1323908,304.64579288,0.13007702,-122.44688777,37.73295943
99,PSA1,Rochambeau Playground,FY09Q2,0.949,Basketball Court,States Street Basketball Courts,States St,CA,94114,,7840.89794171,361.90425414,0.18000297,-122.43813886,37.76370219
203,PSA1,Broadway Tunnel West Mini Park,FY09Q2,0.868,Picnic Area,Pine Lake Park Picnic Areas,Sloat Blvd & Vale St,CA,94116,,1360.96363135,151.88378146,0.03124355,-122.48736957,37.73608483
135,PSA2,Union Square,FY09Q2,0.974,,,,,,,,,,,
25,PSA3,Alice Chalmers Playground,FY09Q2,0.91,Ball Field,Miraloma ball fields,Omar & Sequoia Way,CA,94127,,47658.9072215,875.96078663,1.09410234,-122.4493957,37.73853897
32,PSA6,Holly Park,FY09Q2,0.929,Ball Field,Silver Terrace Ball Fields,Thornton & Bayshore,CA,94124,,144641.95196,2286.76352614,3.3205356,-122.40329777,37.73298657
112,PSA1,Yacht Harbor & Marina Green,FY09Q2,0.841,,,,,,,,,,,
91,PSA4,West Sunset Playground,FY09Q2,0.986,Basketball Court,Presidio Heights Basketball Courts,Clay & Walnut St,CA,94118,,6165.96933931,320.01983988,0.14155174,-122.44947936,37.78852017
158,PSA5,Joost-Baden Mini Park,FY09Q2,1,Clubhouse,Cayuga Clubhouse,Cayuga & Naglee St,CA,94112,1,3211.76397627,233.43396958,0.07373225,-122.44979162,37.71423603
94,GGP,Golden Gate Park,FY09Q2,1,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,,552.10783524,94.49046177,0.0126747,-122.40020504,37.73900113
94,GGP,Golden Gate Park,FY09Q2,0.968,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,,552.10783524,94.49046177,0.0126747,-122.40020504,37.73900113
137665,PSA3,Louis Sutter Playground,FY09Q2,0.917,,,,,,,,,,,
137671,PSA3,Herz Playground,FY09Q2,0.919,,,,,,,,,,,
83,PSA4,Sigmund Stern Recreation Grove,FY09Q2,0.935,Basketball Court,Moscone Basketball Courts,1800 Chestnut St,CA,94123,,10434.7946896,594.32577847,0.23955088,-122.43314293,37.80208974
172,PSA1,Richmond Recreation Center,FY09Q2,1,Fieldhouse,GGP1 Kezar Fieldhouse S,755 Stanyan,CA,94117,,2260.34423283,232.58714591,0.05189057,-122.45598582,37.76620435
101,PSA1,Park Presidio Boulevard,FY09Q2,0.85,Basketball Court,Sunset Basketball Courts,2201 Lawton,CA,94122,,5862.00774433,325.58222614,0.13457372,-122.48655481,37.75667826
151,PSA1,Alice Marble Tennis Courts,FY09Q2,1,Restroom,Marina Green Bathrooms East,Marina Blvd,CA,94123,1,494.31070948,93.51395156,0.01134786,-122.43453075,37.80646143
110,PSA1,Cow Hollow Playground,FY09Q2,0.984,Restroom,Bay View Restrooms,3rd & Armstrong,CA,94124,,455.10756787,85.75061007,0.01044787,-122.39302007,37.72555732
166,PSA1,Julius Kahn Playground,FY09Q2,1,Clubhouse,Gilman Clubhouse,Gilman Ave & Griffith,CA,94124,1,3479.96936258,236.52381605,0.07988942,-122.38832992,37.71682579
149,PSA1,Telegraph Hill/Pioneer Park,FY09Q2,0.892,Restroom,States Street Restrooms,States St,CA,94114,1,298.62389649,80.84643246,0.00685549,-122.43856985,37.76376486
143,PSA1,Sue Bierman Park,FY09Q2,0.974,,,,,,,,,,,
142,PSA1,Maritime Plaza,FY09Q2,1,,,,,,,,,,,
108,PSA2,Bush-Broderick Mini Park,FY09Q2,0.853,Restroom,Alta: Restrooms,Jackson & Steiner,CA,94115,1,213.12065831,60.72910794,0.0048926,-122.43815497,37.7912412
119,PSA2,Margaret S. Hayward Playground,FY09Q2,0.96,Restroom,GGP3 Arboretum South Restrooms,Stanyan & Great Hwy,CA,94117,,330.07628624,78.2887399,0.00757754,-122.46834526,37.76680021
